600
1	2	62
2	1	31
3	2	12
4	1	35
5	1	54
6	2	92
7	3	45
8	2	44
9	1	63
10	2	13
11	1	21
12	2	38
13	2	51
14	1	59
15	2	19
16	2	80
17	2	57
18	1	82
19	1	86
20	2	74
21	1	52
22	2	15
23	2	77
24	1	64
25	3	25
26	3	86
27	2	54
28	3	12
29	3	11
30	3	89
31	1	48
32	1	84
33	1	75
34	3	76
35	2	22
36	1	44
37	1	26
38	1	37
39	3	46
40	3	16
41	1	47
42	1	30
43	1	71
44	3	41
45	2	100
46	2	30
47	3	63
48	3	76
49	1	92
50	3	42
51	1	32
52	2	21
53	3	52
54	2	40
55	1	54
56	1	86
57	1	93
58	3	98
59	1	14
60	3	14
61	1	32
62	1	89
63	2	19
64	2	84
65	3	90
66	3	51
67	1	29
68	1	39
69	3	65
70	1	68
71	2	85
72	3	36
73	2	38
74	3	45
75	3	22
76	3	93
77	2	72
78	3	35
79	1	33
80	2	47
81	1	10
82	3	67
83	2	40
84	3	55
85	2	79
86	3	43
87	3	20
88	1	11
89	2	56
90	1	16
91	3	44
92	1	58
93	2	40
94	3	37
95	3	58
96	1	100
97	3	62
98	3	43
99	3	22
100	2	25
101	3	85
102	2	25
103	1	14
104	3	44
105	1	67
106	3	16
107	2	19
108	2	88
109	2	12
110	3	91
111	3	26
112	1	39
113	2	16
114	1	38
115	3	52
116	3	53
117	1	88
118	2	15
119	3	88
120	2	22
121	2	94
122	2	13
123	2	96
124	1	34
125	1	39
126	1	98
127	3	26
128	2	65
129	1	45
130	3	63
131	2	25
132	2	47
133	1	85
134	2	40
135	2	14
136	2	95
137	1	77
138	3	57
139	2	48
140	3	21
141	3	53
142	2	92
143	1	87
144	3	65
145	2	24
146	2	69
147	1	18
148	1	75
149	3	69
150	1	59
151	1	85
152	3	74
153	1	47
154	3	69
155	1	32
156	2	27
157	1	77
158	2	70
159	1	88
160	3	78
161	3	88
162	2	70
163	1	30
164	1	20
165	1	16
166	3	56
167	1	16
168	3	32
169	1	23
170	2	23
171	1	66
172	2	69
173	3	41
174	2	27
175	1	52
176	2	76
177	1	78
178	1	69
179	1	23
180	1	89
181	2	74
182	1	45
183	3	55
184	3	69
185	3	21
186	2	23
187	3	56
188	1	24
189	3	46
190	2	93
191	3	28
192	2	85
193	2	76
194	2	18
195	3	24
196	3	59
197	1	37
198	3	16
199	3	36
200	2	99
201	3	70
202	1	100
203	3	53
204	1	58
205	2	30
206	2	48
207	2	96
208	1	31
209	2	67
210	3	98
211	1	30
212	2	13
213	2	80
214	2	94
215	2	63
216	3	35
217	3	91
218	1	69
219	2	74
220	1	94
221	1	14
222	1	99
223	1	73
224	1	76
225	2	65
226	3	25
227	2	69
228	2	16
229	2	43
230	2	100
231	1	69
232	3	65
233	1	83
234	1	97
235	3	35
236	3	45
237	1	64
238	3	49
239	3	24
240	3	94
241	1	86
242	3	68
243	2	72
244	2	13
245	2	17
246	2	44
247	2	18
248	2	41
249	1	55
250	1	33
251	2	66
252	1	94
253	1	23
254	3	52
255	3	51
256	3	79
257	1	67
258	1	40
259	3	55
260	3	46
261	1	43
262	3	38
263	1	40
264	2	91
265	1	99
266	2	21
267	2	56
268	1	55
269	1	43
270	2	48
271	1	46
272	1	64
273	1	65
274	3	76
275	3	51
276	3	39
277	2	32
278	2	58
279	1	83
280	1	46
281	1	82
282	3	98
283	2	30
284	3	16
285	1	65
286	3	31
287	1	92
288	2	85
289	3	26
290	1	41
291	1	92
292	1	91
293	2	96
294	3	83
295	2	86
296	3	57
297	3	25
298	3	22
299	1	67
300	2	29
301	3	88
302	3	49
303	3	85
304	3	19
305	2	67
306	1	86
307	2	45
308	1	89
309	3	63
310	3	57
311	1	69
312	3	11
313	2	37
314	2	20
315	2	85
316	3	26
317	2	45
318	2	99
319	2	27
320	2	12
321	3	71
322	2	41
323	1	61
324	2	23
325	1	91
326	1	30
327	2	80
328	2	41
329	2	63
330	3	77
331	1	31
332	1	41
333	1	21
334	1	83
335	2	74
336	3	54
337	1	61
338	2	29
339	2	10
340	2	23
341	2	46
342	1	58
343	3	14
344	3	93
345	1	57
346	2	32
347	2	95
348	1	99
349	3	63
350	1	36
351	2	27
352	1	55
353	1	20
354	1	93
355	2	37
356	3	67
357	2	81
358	3	53
359	1	59
360	3	32
361	2	86
362	3	90
363	1	64
364	3	89
365	3	98
366	2	15
367	1	67
368	3	38
369	2	86
370	3	80
371	1	47
372	1	37
373	3	68
374	2	65
375	2	67
376	1	65
377	3	82
378	1	49
379	3	17
380	1	39
381	1	29
382	3	25
383	1	87
384	2	17
385	1	20
386	3	35
387	3	88
388	2	72
389	2	88
390	2	87
391	1	48
392	3	37
393	1	24
394	2	46
395	3	24
396	1	25
397	2	78
398	1	34
399	3	61
400	1	57
401	2	99
402	3	49
403	1	35
404	2	37
405	3	56
406	2	47
407	1	54
408	1	85
409	2	95
410	3	84
411	2	57
412	3	23
413	3	89
414	2	79
415	3	33
416	3	79
417	2	97
418	1	45
419	3	11
420	3	71
421	1	69
422	3	91
423	3	13
424	2	62
425	3	64
426	1	46
427	1	61
428	2	78
429	2	40
430	1	97
431	1	54
432	1	74
433	2	100
434	1	62
435	3	48
436	1	54
437	2	66
438	2	56
439	2	21
440	1	47
441	1	36
442	2	91
443	2	51
444	3	11
445	2	93
446	1	84
447	2	18
448	1	38
449	2	34
450	3	82
451	1	38
452	1	28
453	1	99
454	3	24
455	2	86
456	3	14
457	3	29
458	3	18
459	3	48
460	3	41
461	3	48
462	2	71
463	2	78
464	3	48
465	2	83
466	3	82
467	3	93
468	3	19
469	1	73
470	2	32
471	3	66
472	1	62
473	3	43
474	2	58
475	1	91
476	1	39
477	1	44
478	2	55
479	2	81
480	2	34
481	1	30
482	2	75
483	2	77
484	2	16
485	2	37
486	3	98
487	2	85
488	2	65
489	3	41
490	2	21
491	3	20
492	2	27
493	3	18
494	1	42
495	1	41
496	2	37
497	3	11
498	2	88
499	3	11
500	2	16
501	2	41
502	1	77
503	1	24
504	2	99
505	1	17
506	2	71
507	1	93
508	3	54
509	3	53
510	1	27
511	1	40
512	3	36
513	3	18
514	3	41
515	3	30
516	2	75
517	2	10
518	3	51
519	3	55
520	3	100
521	1	74
522	2	19
523	3	16
524	2	17
525	1	55
526	1	29
527	1	17
528	3	68
529	3	78
530	1	45
531	2	80
532	2	90
533	2	28
534	2	61
535	3	25
536	3	80
537	2	61
538	1	60
539	3	99
540	3	28
541	2	25
542	2	11
543	3	21
544	1	46
545	3	40
546	2	44
547	3	72
548	3	59
549	3	66
550	2	16
551	1	91
552	2	42
553	3	91
554	2	70
555	1	52
556	2	79
557	2	96
558	3	68
559	1	15
560	3	78
561	3	13
562	2	54
563	3	46
564	1	36
565	3	11
566	3	59
567	1	80
568	3	78
569	1	58
570	2	38
571	1	15
572	1	39
573	2	35
574	1	39
575	3	78
576	3	61
577	2	54
578	1	57
579	3	68
580	2	28
581	3	45
582	1	47
583	1	61
584	2	46
585	3	15
586	3	58
587	1	88
588	2	74
589	2	30
590	2	52
591	2	46
592	1	73
593	1	77
594	1	67
595	2	69
596	3	89
597	1	79
598	1	35
599	2	69
600	1	77
